blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
base,L2,721,2023-11-14,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,368,2023-11-14,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1024,2023-11-14,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10715,2023-11-14,all,False,,,Other EVMs,,All
zora,L2,26,2023-11-13,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2284,2023-11-13,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,484,2023-11-13,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1082,2023-11-13,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-13,l3s,False,,,Other EVMs,,L3s
l2,L2,1835,2023-11-13,l2s,False,,,Other EVMs,,L2s
l1,L1,9368,2023-11-13,l1s,False,,,Other EVMs,,L1s
gnosis,L1,136,2023-11-13,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,162,2023-11-13,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4005,2023-11-13,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,85,2023-11-13,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3301,2023-11-13,bnb,False,,,Other EVMs,,BNB
base,L2,725,2023-11-13,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,365,2023-11-13,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1011,2023-11-13,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10689,2023-11-13,all,False,,,Other EVMs,,All
zora,L2,25,2023-11-12,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2255,2023-11-12,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,479,2023-11-12,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1070,2023-11-12,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-12,l3s,False,,,Other EVMs,,L3s
l2,L2,1813,2023-11-12,l2s,False,,,Other EVMs,,L2s
l1,L1,9252,2023-11-12,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2023-11-12,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,163,2023-11-12,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3959,2023-11-12,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-12,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3257,2023-11-12,bnb,False,,,Other EVMs,,BNB
base,L2,713,2023-11-12,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,361,2023-11-12,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,996,2023-11-12,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10564,2023-11-12,all,False,,,Other EVMs,,All
zora,L2,25,2023-11-11,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2255,2023-11-11,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-11-11,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1075,2023-11-11,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-11,l3s,False,,,Other EVMs,,L3s
l2,L2,1817,2023-11-11,l2s,False,,,Other EVMs,,L2s
l1,L1,9236,2023-11-11,l1s,False,,,Other EVMs,,L1s
gnosis,L1,135,2023-11-11,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,164,2023-11-11,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3939,2023-11-11,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-11,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3269,2023-11-11,bnb,False,,,Other EVMs,,BNB
base,L2,722,2023-11-11,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,360,2023-11-11,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,995,2023-11-11,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10549,2023-11-11,all,False,,,Other EVMs,,All
zora,L2,25,2023-11-10,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2268,2023-11-10,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,472,2023-11-10,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1090,2023-11-10,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-10,l3s,False,,,Other EVMs,,L3s
l2,L2,1846,2023-11-10,l2s,False,,,Other EVMs,,L2s
l1,L1,9254,2023-11-10,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2023-11-10,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,164,2023-11-10,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3942,2023-11-10,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,86,2023-11-10,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3273,2023-11-10,bnb,False,,,Other EVMs,,BNB
base,L2,738,2023-11-10,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,365,2023-11-10,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1003,2023-11-10,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10596,2023-11-10,all,False,,,Other EVMs,,All
zora,L2,28,2023-11-09,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2267,2023-11-09,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-11-09,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1110,2023-11-09,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-09,l3s,False,,,Other EVMs,,L3s
l2,L2,1867,2023-11-09,l2s,False,,,Other EVMs,,L2s
l1,L1,9242,2023-11-09,l1s,False,,,Other EVMs,,L1s
gnosis,L1,133,2023-11-09,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,167,2023-11-09,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3944,2023-11-09,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-09,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3267,2023-11-09,bnb,False,,,Other EVMs,,BNB
base,L2,752,2023-11-09,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,369,2023-11-09,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1012,2023-11-09,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10602,2023-11-09,all,False,,,Other EVMs,,All
zora,L2,31,2023-11-08,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2273,2023-11-08,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-11-08,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1113,2023-11-08,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-08,l3s,False,,,Other EVMs,,L3s
l2,L2,1860,2023-11-08,l2s,False,,,Other EVMs,,L2s
l1,L1,9278,2023-11-08,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-08,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,165,2023-11-08,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3966,2023-11-08,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,85,2023-11-08,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3268,2023-11-08,bnb,False,,,Other EVMs,,BNB
base,L2,755,2023-11-08,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,368,2023-11-08,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1006,2023-11-08,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10626,2023-11-08,all,False,,,Other EVMs,,All
zora,L2,33,2023-11-07,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2271,2023-11-07,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,474,2023-11-07,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1106,2023-11-07,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-07,l3s,False,,,Other EVMs,,L3s
l2,L2,1859,2023-11-07,l2s,False,,,Other EVMs,,L2s
l1,L1,9239,2023-11-07,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-07,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,164,2023-11-07,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3952,2023-11-07,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,88,2023-11-07,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3262,2023-11-07,bnb,False,,,Other EVMs,,BNB
base,L2,751,2023-11-07,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,363,2023-11-07,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1013,2023-11-07,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10587,2023-11-07,all,False,,,Other EVMs,,All
zora,L2,32,2023-11-06,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2271,2023-11-06,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,473,2023-11-06,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1107,2023-11-06,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-06,l3s,False,,,Other EVMs,,L3s
l2,L2,1849,2023-11-06,l2s,False,,,Other EVMs,,L2s
l1,L1,9233,2023-11-06,l1s,False,,,Other EVMs,,L1s
gnosis,L1,127,2023-11-06,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,163,2023-11-06,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3941,2023-11-06,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,87,2023-11-06,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3266,2023-11-06,bnb,False,,,Other EVMs,,BNB
base,L2,749,2023-11-06,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,354,2023-11-06,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1002,2023-11-06,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10566,2023-11-06,all,False,,,Other EVMs,,All
zora,L2,33,2023-11-05,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2250,2023-11-05,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,472,2023-11-05,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1099,2023-11-05,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-05,l3s,False,,,Other EVMs,,L3s
l2,L2,1823,2023-11-05,l2s,False,,,Other EVMs,,L2s
l1,L1,9161,2023-11-05,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-11-05,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,164,2023-11-05,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3923,2023-11-05,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,83,2023-11-05,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3231,2023-11-05,bnb,False,,,Other EVMs,,BNB
base,L2,738,2023-11-05,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,351,2023-11-05,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,984,2023-11-05,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10473,2023-11-05,all,False,,,Other EVMs,,All
zora,L2,32,2023-11-04,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2259,2023-11-04,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,484,2023-11-04,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1110,2023-11-04,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-04,l3s,False,,,Other EVMs,,L3s
l2,L2,1828,2023-11-04,l2s,False,,,Other EVMs,,L2s
l1,L1,9128,2023-11-04,l1s,False,,,Other EVMs,,L1s
gnosis,L1,123,2023-11-04,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,167,2023-11-04,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3886,2023-11-04,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,82,2023-11-04,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3232,2023-11-04,bnb,False,,,Other EVMs,,BNB
base,L2,738,2023-11-04,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,356,2023-11-04,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,981,2023-11-04,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10444,2023-11-04,all,False,,,Other EVMs,,All
zora,L2,34,2023-11-03,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2303,2023-11-03,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,491,2023-11-03,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1124,2023-11-03,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-03,l3s,False,,,Other EVMs,,L3s
l2,L2,1847,2023-11-03,l2s,False,,,Other EVMs,,L2s
l1,L1,9190,2023-11-03,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-03,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,170,2023-11-03,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3898,2023-11-03,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-03,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3254,2023-11-03,bnb,False,,,Other EVMs,,BNB
base,L2,748,2023-11-03,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,367,2023-11-03,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,990,2023-11-03,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10518,2023-11-03,all,False,,,Other EVMs,,All
zora,L2,33,2023-11-02,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2317,2023-11-02,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,490,2023-11-02,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1142,2023-11-02,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-02,l3s,False,,,Other EVMs,,L3s
l2,L2,1852,2023-11-02,l2s,False,,,Other EVMs,,L2s
l1,L1,9198,2023-11-02,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-02,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,166,2023-11-02,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3896,2023-11-02,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,86,2023-11-02,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3236,2023-11-02,bnb,False,,,Other EVMs,,BNB
base,L2,765,2023-11-02,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,386,2023-11-02,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,978,2023-11-02,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10533,2023-11-02,all,False,,,Other EVMs,,All
zora,L2,36,2023-11-01,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2327,2023-11-01,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,489,2023-11-01,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1167,2023-11-01,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-11-01,l3s,False,,,Other EVMs,,L3s
l2,L2,1881,2023-11-01,l2s,False,,,Other EVMs,,L2s
l1,L1,9193,2023-11-01,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-11-01,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,162,2023-11-01,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3903,2023-11-01,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,82,2023-11-01,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3208,2023-11-01,bnb,False,,,Other EVMs,,BNB
base,L2,786,2023-11-01,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,387,2023-11-01,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,974,2023-11-01,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10551,2023-11-01,all,False,,,Other EVMs,,All
zora,L2,37,2023-10-31,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2311,2023-10-31,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,493,2023-10-31,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1182,2023-10-31,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-31,l3s,False,,,Other EVMs,,L3s
l2,L2,1892,2023-10-31,l2s,False,,,Other EVMs,,L2s
l1,L1,9152,2023-10-31,l1s,False,,,Other EVMs,,L1s
gnosis,L1,120,2023-10-31,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,156,2023-10-31,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3891,2023-10-31,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,81,2023-10-31,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3193,2023-10-31,bnb,False,,,Other EVMs,,BNB
base,L2,796,2023-10-31,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,386,2023-10-31,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,967,2023-10-31,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10519,2023-10-31,all,False,,,Other EVMs,,All
zora,L2,37,2023-10-30,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2288,2023-10-30,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,500,2023-10-30,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1198,2023-10-30,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-30,l3s,False,,,Other EVMs,,L3s
l2,L2,1896,2023-10-30,l2s,False,,,Other EVMs,,L2s
l1,L1,9073,2023-10-30,l1s,False,,,Other EVMs,,L1s
gnosis,L1,118,2023-10-30,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,153,2023-10-30,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3849,2023-10-30,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,76,2023-10-30,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3175,2023-10-30,bnb,False,,,Other EVMs,,BNB
base,L2,806,2023-10-30,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,376,2023-10-30,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,952,2023-10-30,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10449,2023-10-30,all,False,,,Other EVMs,,All
zora,L2,37,2023-10-29,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2284,2023-10-29,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,507,2023-10-29,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1207,2023-10-29,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-29,l3s,False,,,Other EVMs,,L3s
l2,L2,1899,2023-10-29,l2s,False,,,Other EVMs,,L2s
l1,L1,8949,2023-10-29,l1s,False,,,Other EVMs,,L1s
gnosis,L1,115,2023-10-29,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,150,2023-10-29,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3771,2023-10-29,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,72,2023-10-29,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3118,2023-10-29,bnb,False,,,Other EVMs,,BNB
base,L2,805,2023-10-29,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,371,2023-10-29,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,941,2023-10-29,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10341,2023-10-29,all,False,,,Other EVMs,,All
zora,L2,36,2023-10-28,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2334,2023-10-28,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,518,2023-10-28,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1248,2023-10-28,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-28,l3s,False,,,Other EVMs,,L3s
l2,L2,1950,2023-10-28,l2s,False,,,Other EVMs,,L2s
l1,L1,8961,2023-10-28,l1s,False,,,Other EVMs,,L1s
gnosis,L1,113,2023-10-28,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,151,2023-10-28,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3761,2023-10-28,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-28,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3092,2023-10-28,bnb,False,,,Other EVMs,,BNB
base,L2,835,2023-10-28,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,373,2023-10-28,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,953,2023-10-28,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10399,2023-10-28,all,False,,,Other EVMs,,All
zora,L2,35,2023-10-27,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2433,2023-10-27,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,548,2023-10-27,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1305,2023-10-27,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-27,l3s,False,,,Other EVMs,,L3s
l2,L2,2025,2023-10-27,l2s,False,,,Other EVMs,,L2s
l1,L1,9092,2023-10-27,l1s,False,,,Other EVMs,,L1s
gnosis,L1,113,2023-10-27,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,154,2023-10-27,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3787,2023-10-27,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-27,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3108,2023-10-27,bnb,False,,,Other EVMs,,BNB
base,L2,863,2023-10-27,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,382,2023-10-27,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,970,2023-10-27,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10593,2023-10-27,all,False,,,Other EVMs,,All
zora,L2,36,2023-10-26,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2614,2023-10-26,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,585,2023-10-26,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1359,2023-10-26,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-26,l3s,False,,,Other EVMs,,L3s
l2,L2,2096,2023-10-26,l2s,False,,,Other EVMs,,L2s
l1,L1,9261,2023-10-26,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-26,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,154,2023-10-26,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3779,2023-10-26,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-26,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3081,2023-10-26,bnb,False,,,Other EVMs,,BNB
base,L2,875,2023-10-26,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,384,2023-10-26,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,986,2023-10-26,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10834,2023-10-26,all,False,,,Other EVMs,,All
zora,L2,35,2023-10-25,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2673,2023-10-25,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,589,2023-10-25,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1367,2023-10-25,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-25,l3s,False,,,Other EVMs,,L3s
l2,L2,2094,2023-10-25,l2s,False,,,Other EVMs,,L2s
l1,L1,9284,2023-10-25,l1s,False,,,Other EVMs,,L1s
gnosis,L1,115,2023-10-25,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,152,2023-10-25,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3767,2023-10-25,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-25,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3066,2023-10-25,bnb,False,,,Other EVMs,,BNB
base,L2,878,2023-10-25,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,386,2023-10-25,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,976,2023-10-25,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10867,2023-10-25,all,False,,,Other EVMs,,All
zora,L2,35,2023-10-24,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2667,2023-10-24,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,582,2023-10-24,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1364,2023-10-24,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-24,l3s,False,,,Other EVMs,,L3s
l2,L2,2108,2023-10-24,l2s,False,,,Other EVMs,,L2s
l1,L1,9285,2023-10-24,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-24,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,148,2023-10-24,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3757,2023-10-24,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-24,celo,True,,modern,OP Chain,celo,Celo
bnb,L1,3084,2023-10-24,bnb,False,,,Other EVMs,,BNB
base,L2,877,2023-10-24,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,379,2023-10-24,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,986,2023-10-24,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,EVMs,10884,2023-10-24,all,False,,,Other EVMs,,All
zora,L2,34,2023-10-23,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2646,2023-10-23,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,583,2023-10-23,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,L2,1368,2023-10-23,op chains,False,,,Other EVMs,,OP Chains
l3,L3,0,2023-10-23,l3s,False,,,Other EVMs,,L3s
l2,L2,2100,2023-10-23,l2s,False,,,Other EVMs,,L2s
l1,L1,9257,2023-10-23,l1s,False,,,Other EVMs,,L1s
gnosis,L1,111,2023-10-23,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,145,2023-10-23,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3766,2023-10-23,ethereum,False,,,Other EVMs,,Ethereum
