blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
celo,L1,84,2023-11-12,celo,False,,,Other EVMs,,Celo
bnb,L1,3258,2023-11-12,bnb,False,,,Other EVMs,,BNB
base,L2,713,2023-11-12,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,361,2023-11-12,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,996,2023-11-12,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10567,2023-11-12,all,False,,,Other EVMs,,All
zora,L2,25,2023-11-11,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2257,2023-11-11,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-11-11,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1075,2023-11-11,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-11,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1817,2023-11-11,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9239,2023-11-11,l1s,False,,,Other EVMs,,L1s
gnosis,L1,135,2023-11-11,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,165,2023-11-11,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3942,2023-11-11,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-11,celo,False,,,Other EVMs,,Celo
bnb,L1,3270,2023-11-11,bnb,False,,,Other EVMs,,BNB
base,L2,722,2023-11-11,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,360,2023-11-11,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,995,2023-11-11,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10552,2023-11-11,all,False,,,Other EVMs,,All
zora,L2,25,2023-11-10,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2270,2023-11-10,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,472,2023-11-10,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1090,2023-11-10,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-10,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1846,2023-11-10,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9257,2023-11-10,l1s,False,,,Other EVMs,,L1s
gnosis,L1,134,2023-11-10,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,165,2023-11-10,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3945,2023-11-10,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,86,2023-11-10,celo,False,,,Other EVMs,,Celo
bnb,L1,3274,2023-11-10,bnb,False,,,Other EVMs,,BNB
base,L2,738,2023-11-10,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,365,2023-11-10,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1003,2023-11-10,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10599,2023-11-10,all,False,,,Other EVMs,,All
zora,L2,28,2023-11-09,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2269,2023-11-09,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-11-09,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1110,2023-11-09,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-09,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1867,2023-11-09,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9245,2023-11-09,l1s,False,,,Other EVMs,,L1s
gnosis,L1,133,2023-11-09,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,168,2023-11-09,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3947,2023-11-09,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-09,celo,False,,,Other EVMs,,Celo
bnb,L1,3268,2023-11-09,bnb,False,,,Other EVMs,,BNB
base,L2,752,2023-11-09,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,369,2023-11-09,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1012,2023-11-09,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10605,2023-11-09,all,False,,,Other EVMs,,All
zora,L2,31,2023-11-08,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2274,2023-11-08,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,476,2023-11-08,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1113,2023-11-08,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-08,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1860,2023-11-08,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9280,2023-11-08,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-08,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,166,2023-11-08,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3969,2023-11-08,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,85,2023-11-08,celo,False,,,Other EVMs,,Celo
bnb,L1,3269,2023-11-08,bnb,False,,,Other EVMs,,BNB
base,L2,755,2023-11-08,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,368,2023-11-08,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1006,2023-11-08,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10628,2023-11-08,all,False,,,Other EVMs,,All
zora,L2,33,2023-11-07,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2272,2023-11-07,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,474,2023-11-07,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1106,2023-11-07,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-07,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1859,2023-11-07,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9241,2023-11-07,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-07,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,165,2023-11-07,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3955,2023-11-07,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,88,2023-11-07,celo,False,,,Other EVMs,,Celo
bnb,L1,3263,2023-11-07,bnb,False,,,Other EVMs,,BNB
base,L2,751,2023-11-07,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,363,2023-11-07,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1013,2023-11-07,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10589,2023-11-07,all,False,,,Other EVMs,,All
zora,L2,32,2023-11-06,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2272,2023-11-06,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,473,2023-11-06,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1107,2023-11-06,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-06,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1849,2023-11-06,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9235,2023-11-06,l1s,False,,,Other EVMs,,L1s
gnosis,L1,127,2023-11-06,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,164,2023-11-06,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3944,2023-11-06,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,87,2023-11-06,celo,False,,,Other EVMs,,Celo
bnb,L1,3267,2023-11-06,bnb,False,,,Other EVMs,,BNB
base,L2,749,2023-11-06,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,354,2023-11-06,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1002,2023-11-06,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10568,2023-11-06,all,False,,,Other EVMs,,All
zora,L2,33,2023-11-05,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2251,2023-11-05,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,472,2023-11-05,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1099,2023-11-05,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-05,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1823,2023-11-05,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9163,2023-11-05,l1s,False,,,Other EVMs,,L1s
gnosis,L1,129,2023-11-05,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,165,2023-11-05,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3926,2023-11-05,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,83,2023-11-05,celo,False,,,Other EVMs,,Celo
bnb,L1,3231,2023-11-05,bnb,False,,,Other EVMs,,BNB
base,L2,738,2023-11-05,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,351,2023-11-05,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,984,2023-11-05,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10475,2023-11-05,all,False,,,Other EVMs,,All
zora,L2,32,2023-11-04,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2260,2023-11-04,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,484,2023-11-04,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1110,2023-11-04,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-04,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1828,2023-11-04,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9130,2023-11-04,l1s,False,,,Other EVMs,,L1s
gnosis,L1,123,2023-11-04,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,168,2023-11-04,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3889,2023-11-04,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,82,2023-11-04,celo,False,,,Other EVMs,,Celo
bnb,L1,3232,2023-11-04,bnb,False,,,Other EVMs,,BNB
base,L2,738,2023-11-04,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,356,2023-11-04,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,981,2023-11-04,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10446,2023-11-04,all,False,,,Other EVMs,,All
zora,L2,34,2023-11-03,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2304,2023-11-03,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,491,2023-11-03,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1124,2023-11-03,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-03,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1847,2023-11-03,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9192,2023-11-03,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-03,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,171,2023-11-03,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3901,2023-11-03,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,84,2023-11-03,celo,False,,,Other EVMs,,Celo
bnb,L1,3254,2023-11-03,bnb,False,,,Other EVMs,,BNB
base,L2,748,2023-11-03,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,367,2023-11-03,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,990,2023-11-03,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10520,2023-11-03,all,False,,,Other EVMs,,All
zora,L2,33,2023-11-02,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2318,2023-11-02,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,490,2023-11-02,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1142,2023-11-02,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-02,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1852,2023-11-02,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9200,2023-11-02,l1s,False,,,Other EVMs,,L1s
gnosis,L1,130,2023-11-02,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,167,2023-11-02,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3899,2023-11-02,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,86,2023-11-02,celo,False,,,Other EVMs,,Celo
bnb,L1,3236,2023-11-02,bnb,False,,,Other EVMs,,BNB
base,L2,765,2023-11-02,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,386,2023-11-02,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,978,2023-11-02,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10535,2023-11-02,all,False,,,Other EVMs,,All
zora,L2,36,2023-11-01,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2328,2023-11-01,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,488,2023-11-01,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1166,2023-11-01,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-11-01,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1880,2023-11-01,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9196,2023-11-01,l1s,False,,,Other EVMs,,L1s
gnosis,L1,125,2023-11-01,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,163,2023-11-01,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3906,2023-11-01,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,82,2023-11-01,celo,False,,,Other EVMs,,Celo
bnb,L1,3208,2023-11-01,bnb,False,,,Other EVMs,,BNB
base,L2,786,2023-11-01,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,387,2023-11-01,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,974,2023-11-01,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10553,2023-11-01,all,False,,,Other EVMs,,All
zora,L2,37,2023-10-31,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2312,2023-10-31,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,492,2023-10-31,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1181,2023-10-31,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-31,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1891,2023-10-31,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9155,2023-10-31,l1s,False,,,Other EVMs,,L1s
gnosis,L1,120,2023-10-31,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,157,2023-10-31,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3894,2023-10-31,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,81,2023-10-31,celo,False,,,Other EVMs,,Celo
bnb,L1,3193,2023-10-31,bnb,False,,,Other EVMs,,BNB
base,L2,796,2023-10-31,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,386,2023-10-31,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,967,2023-10-31,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10521,2023-10-31,all,False,,,Other EVMs,,All
zora,L2,37,2023-10-30,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2289,2023-10-30,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,499,2023-10-30,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1197,2023-10-30,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-30,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1895,2023-10-30,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9076,2023-10-30,l1s,False,,,Other EVMs,,L1s
gnosis,L1,118,2023-10-30,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,154,2023-10-30,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3852,2023-10-30,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,76,2023-10-30,celo,False,,,Other EVMs,,Celo
bnb,L1,3175,2023-10-30,bnb,False,,,Other EVMs,,BNB
base,L2,806,2023-10-30,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,376,2023-10-30,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,952,2023-10-30,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10451,2023-10-30,all,False,,,Other EVMs,,All
zora,L2,37,2023-10-29,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2284,2023-10-29,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,506,2023-10-29,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1206,2023-10-29,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-29,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1898,2023-10-29,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8951,2023-10-29,l1s,False,,,Other EVMs,,L1s
gnosis,L1,115,2023-10-29,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,151,2023-10-29,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3774,2023-10-29,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,72,2023-10-29,celo,False,,,Other EVMs,,Celo
bnb,L1,3118,2023-10-29,bnb,False,,,Other EVMs,,BNB
base,L2,805,2023-10-29,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,371,2023-10-29,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,941,2023-10-29,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10342,2023-10-29,all,False,,,Other EVMs,,All
zora,L2,36,2023-10-28,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2334,2023-10-28,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,517,2023-10-28,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1247,2023-10-28,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-28,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,1949,2023-10-28,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,8963,2023-10-28,l1s,False,,,Other EVMs,,L1s
gnosis,L1,113,2023-10-28,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,152,2023-10-28,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3764,2023-10-28,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-28,celo,False,,,Other EVMs,,Celo
bnb,L1,3092,2023-10-28,bnb,False,,,Other EVMs,,BNB
base,L2,835,2023-10-28,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,373,2023-10-28,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,953,2023-10-28,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10400,2023-10-28,all,False,,,Other EVMs,,All
zora,L2,35,2023-10-27,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2433,2023-10-27,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,547,2023-10-27,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1304,2023-10-27,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-27,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2024,2023-10-27,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9094,2023-10-27,l1s,False,,,Other EVMs,,L1s
gnosis,L1,113,2023-10-27,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,155,2023-10-27,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3789,2023-10-27,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-27,celo,False,,,Other EVMs,,Celo
bnb,L1,3108,2023-10-27,bnb,False,,,Other EVMs,,BNB
base,L2,863,2023-10-27,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,382,2023-10-27,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,970,2023-10-27,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10594,2023-10-27,all,False,,,Other EVMs,,All
zora,L2,36,2023-10-26,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2614,2023-10-26,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,584,2023-10-26,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1358,2023-10-26,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-26,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2095,2023-10-26,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9263,2023-10-26,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-26,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,155,2023-10-26,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3781,2023-10-26,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-26,celo,False,,,Other EVMs,,Celo
bnb,L1,3081,2023-10-26,bnb,False,,,Other EVMs,,BNB
base,L2,875,2023-10-26,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,384,2023-10-26,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,986,2023-10-26,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10835,2023-10-26,all,False,,,Other EVMs,,All
zora,L2,35,2023-10-25,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2673,2023-10-25,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,588,2023-10-25,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1366,2023-10-25,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-25,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2093,2023-10-25,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9286,2023-10-25,l1s,False,,,Other EVMs,,L1s
gnosis,L1,115,2023-10-25,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,153,2023-10-25,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3769,2023-10-25,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-25,celo,False,,,Other EVMs,,Celo
bnb,L1,3066,2023-10-25,bnb,False,,,Other EVMs,,BNB
base,L2,878,2023-10-25,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,386,2023-10-25,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,976,2023-10-25,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10868,2023-10-25,all,False,,,Other EVMs,,All
zora,L2,35,2023-10-24,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2667,2023-10-24,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,581,2023-10-24,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1363,2023-10-24,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-24,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2107,2023-10-24,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9287,2023-10-24,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-24,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,149,2023-10-24,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3759,2023-10-24,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,73,2023-10-24,celo,False,,,Other EVMs,,Celo
bnb,L1,3084,2023-10-24,bnb,False,,,Other EVMs,,BNB
base,L2,877,2023-10-24,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,379,2023-10-24,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,986,2023-10-24,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10885,2023-10-24,all,False,,,Other EVMs,,All
zora,L2,34,2023-10-23,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2646,2023-10-23,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,582,2023-10-23,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1367,2023-10-23,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-23,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2099,2023-10-23,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9259,2023-10-23,l1s,False,,,Other EVMs,,L1s
gnosis,L1,111,2023-10-23,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,146,2023-10-23,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3768,2023-10-23,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,67,2023-10-23,celo,False,,,Other EVMs,,Celo
bnb,L1,3078,2023-10-23,bnb,False,,,Other EVMs,,BNB
base,L2,881,2023-10-23,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,372,2023-10-23,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,973,2023-10-23,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10853,2023-10-23,all,False,,,Other EVMs,,All
zora,L2,34,2023-10-22,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2603,2023-10-22,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,574,2023-10-22,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1366,2023-10-22,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-22,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2095,2023-10-22,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9174,2023-10-22,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-22,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,141,2023-10-22,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3759,2023-10-22,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,67,2023-10-22,celo,False,,,Other EVMs,,Celo
bnb,L1,3023,2023-10-22,bnb,False,,,Other EVMs,,BNB
base,L2,882,2023-10-22,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,364,2023-10-22,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,965,2023-10-22,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10771,2023-10-22,all,False,,,Other EVMs,,All
zora,L2,34,2023-10-21,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2603,2023-10-21,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,568,2023-10-21,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
